спасибок,9.0,0.0,2
безукоризнить,8.5,0.5,2
таааким,7.0,0.816496580927726,3
классность,9.333333333333334,0.9428090415820634,3
вкусненный,9.0,1.0,2
спосибо,9.0,1.0,2
спс,6.0,1.0,2
реактивный,8.25,1.0897247358851685,4
дружелюбность,8.142857142857142,1.124858267715973,7
негламурный,6.6,1.2,5
мимими,7.5,1.2583057392117916,6
беспроигрышный,8.125,1.2686114456365274,16
едабельный,7.75,1.299038105676658,4
суперочень,8.75,1.299038105676658,4
неровный,6.764705882352941,1.3945023048387881,34
пунктуальный,9.0,1.4142135623730951,3
маслянистый,7.666666666666667,1.4452988925785866,15
аляпистость,8.5,1.5,2
недополучать,6.5,1.5,2
бесподобный,8.828125,1.5667909829887967,128
расслабленный,8.25,1.5771810295587503,20
равномерно,7.857142857142857,1.6120296076010243,21
своевременный,8.86111111111111,1.6857701467443065,36
буря,8.0,1.7320508075688772,18
восхитительный,8.61951219512195,1.7479213455813976,205
потрясающе,8.784,1.759927271224581,125
рядовой,6.454545454545454,1.8022025092362732,22
обалденный,8.88976377952756,1.8238505017849753,127
высококлассный,8.125,1.8328597873268975,8
радушно,8.074074074074074,1.8577683265162153,81
негромкий,7.821428571428571,1.9002550849175754,56
недурственный,7.421052631578948,1.9280693772646529,19
благодарность,9.041463414634146,1.936992339125853,410
атмосферный,8.053571428571429,1.940357504404268,56
веселить,8.074074074074074,1.9612151547961076,27
незаметный,8.513274336283185,1.964801074160636,113
грамотный,8.254545454545454,1.9699393790228148,110
неприятненько,8.0,2.0,2
понравилось,6.529411764705882,2.003457219520753,17
замечательно,8.42818428184282,2.0324914180419524,369
дискомфорт,7.684210526315789,2.0447441802573283,57
благодарить,8.76842105263158,2.084795239618446,95
примитивно,6.2,2.08806130178211,10
безупречный,8.544827586206896,2.094259182144756,145
дороговатый,7.7272727272727275,2.110187802538786,110
нежеваться,4.285714285714286,2.1189138534559038,7
безупречно,8.840909090909092,2.120711521016449,44
ненавязчивый,8.228368794326242,2.139872278323369,705
молодец,8.193895870736085,2.140931879000719,557
неоднозначный,6.838709677419355,2.1492200264664416,62
изумительно,8.679245283018869,2.15243245379225,53
нейтральный,7.44,2.1617277040984293,75
идеально,8.07336956521739,2.1663301853866144,368
вкусно,8.16247822841503,2.1701050638775485,4019
великолепный,8.568,2.1708468393693736,625
идеальный,8.023569023569024,2.174101476104722,594
учтивый,7.972972972972973,2.1870192782858284,111
ароматный,7.636627906976744,2.191141313766782,344
богатый,7.577922077922078,2.194392107441347,154
организованный,8.736842105263158,2.2086458166691885,38
отличный,8.218698517298188,2.2089072983639473,2428
перекрикивать,6.916666666666667,2.2157893000513886,24
внимательный,8.247480403135498,2.220818435868157,893
разнообразный,8.093078758949881,2.2330613683780864,419
доброжелательно,7.576923076923077,2.2390430119735205,78
четко,7.8483754512635375,2.2398038279180175,277
отлично,8.024242424242424,2.240900383124844,990
неплохо,6.9167862266857965,2.2501948269381074,697
двоякий,6.627906976744186,2.2518545929135265,43
сносно,6.72,2.2542404485768595,25
неаппетитный,4.615384615384615,2.2545155215004375,26
неповторимый,8.090909090909092,2.25850092899715,55
профессионально,8.131868131868131,2.2880904808474822,91
выдающийся,6.825581395348837,2.28845362872326,86
домашний,7.80364900086881,2.2895571248925557,1151
демократичный,7.54601226993865,2.304177198972906,326
неплохой,6.616830796777082,2.3249846855071894,1117
добротный,7.323699421965318,2.328353548092076,173
шуметь,7.137931034482759,2.3300752974518835,29
вкусный,7.906945510360706,2.3321581714931,5212
спасибо,8.518754186202278,2.3337881728262744,2986
уют,7.814249363867685,2.345175440391317,393
замечательный,8.434343434343434,2.347338701529021,1188
достойный,7.778588807785888,2.3495361562776074,822
вкусненький,7.9405940594059405,2.349728369294983,101
божественный,8.458015267175572,2.3549834831424583,131
двойственный,5.7272727272727275,2.3583857765586993,22
вау,6.9393939393939394,2.3605263144424784,33
супер,8.231137724550898,2.3639990524435714,835
аппетитный,7.2265625,2.3658205624251707,128
безобразный,4.391304347826087,2.37265454776387,23
услужливый,8.057142857142857,2.373779672162686,105
слышный,7.069767441860465,2.38596037742895,43
улыбка,7.655007949125596,2.3884115844213656,629
ватный,6.222222222222222,2.3934065809486684,9
прекрасно,8.05179282868526,2.401300024088124,502
классический,7.4534005037783375,2.4228072011208965,397
труха,5.5,2.4324199198877374,6
тонюсенький,6.318181818181818,2.438076060346161,22
сильный,7.015384615384615,2.4504880164444125,195
приветливый,7.9302059496567505,2.4561934426277627,874
восторженный,7.185714285714286,2.468619377841198,70
